date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:26:24	19788/19788	---M-Z	200	added ('OK')	text/html	etag:W/%22639ac41f-4d4c%22	https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/index5135.html	(from )
03:26:25	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264556a8d-239b%22	https://themewagon.github.io/robots.txt		(from )
03:26:25	2238/2238	---M-Z	200	added ('OK')	text/css	etag:W/%22639ac41f-8be%22	https://themewagon.github.io/dashtreme/assets/css/pace.min.css	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/css/pace.min.css	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:26	12363/12363	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac41f-304b%22	https://themewagon.github.io/dashtreme/assets/js/pace.min.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/js/pace.min.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:26	1150/1150	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22639ac41f-47e%22	https://themewagon.github.io/dashtreme/assets/images/favicon.ico	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/images/favicon.ico	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:27	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264556a8d-247b%22	https://themewagon.github.io/dashtreme/assets/plugins/vectormap/jquery-jvectormap-2.0.2.css	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/plugins/vectormap/jquery-jvectormap-2.0.2.css	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:27	2240/2240	---M-Z	200	added ('OK')	text/css	etag:W/%22639ac41f-8c0%22	https://themewagon.github.io/dashtreme/assets/plugins/simplebar/css/simplebar.css	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/plugins/simplebar/css/simplebar.css	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:28	155758/155758	---M-Z	200	added ('OK')	text/css	etag:W/%22639ac41f-2606e%22	https://themewagon.github.io/dashtreme/assets/css/bootstrap.min.css	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/css/bootstrap.min.css	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:28	75052/75052	---M-Z	200	added ('OK')	text/css	etag:W/%22639ac41f-1252c%22	https://themewagon.github.io/dashtreme/assets/css/animate.css	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/css/animate.css	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:29	221336/221336	---M-Z	200	added ('OK')	text/css	etag:W/%22639ac41f-36098%22	https://themewagon.github.io/dashtreme/assets/css/icons.css	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/css/icons.css	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:30	3835/3835	---M-Z	200	added ('OK')	text/css	etag:W/%22639ac41f-efb%22	https://themewagon.github.io/dashtreme/assets/css/sidebar-menu.css	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/css/sidebar-menu.css	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:31	82824/82824	---M-Z	200	added ('OK')	text/css	etag:W/%22639ac41f-14388%22	https://themewagon.github.io/dashtreme/assets/css/app-style.css	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/css/app-style.css	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:31	19788/19788	---M-Z	200	added ('OK')	text/html	etag:W/%22639ac41f-4d4c%22	https://themewagon.github.io/dashtreme/index.html	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/index.html	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:32	6746/6746	---M--	200	added ('OK')	image/png	etag:%22639ac41f-1a5a%22	https://themewagon.github.io/dashtreme/assets/images/logo-icon.png	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/images/logo-icon.png	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:32	34000/34000	---M-Z	200	added ('OK')	text/html	etag:W/%22639ac41f-84d0%22	https://themewagon.github.io/dashtreme/icons.html	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/icons.html	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:33	12173/12173	---M-Z	200	added ('OK')	text/html	etag:W/%22639ac41f-2f8d%22	https://themewagon.github.io/dashtreme/forms.html	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/forms.html	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:34	17337/17337	---M-Z	200	added ('OK')	text/html	etag:W/%22639ac41f-43b9%22	https://themewagon.github.io/dashtreme/tables.html	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/tables.html	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:34	9076/9076	---M-Z	200	added ('OK')	text/html	etag:W/%22639ac41f-2374%22	https://themewagon.github.io/dashtreme/calendar.html	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/calendar.html	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:35	24166/24166	---M-Z	200	added ('OK')	text/html	etag:W/%22639ac41f-5e66%22	https://themewagon.github.io/dashtreme/profile.html	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/profile.html	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:36	5025/5025	---M-Z	200	added ('OK')	text/html	etag:W/%22639ac41f-13a1%22	https://themewagon.github.io/dashtreme/login.html	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/login.html	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:36	5216/5216	---M-Z	200	added ('OK')	text/html	etag:W/%22639ac41f-1460%22	https://themewagon.github.io/dashtreme/register.html	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/register.html	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:37	85578/85578	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac41f-14e4a%22	https://themewagon.github.io/dashtreme/assets/js/jquery.min.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/js/jquery.min.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:37	20337/20337	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac41f-4f71%22	https://themewagon.github.io/dashtreme/assets/js/popper.min.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/js/popper.min.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:38	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac41f-e2d8%22	https://themewagon.github.io/dashtreme/assets/js/bootstrap.min.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/js/bootstrap.min.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:38	32019/32019	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac41f-7d13%22	https://themewagon.github.io/dashtreme/assets/plugins/simplebar/js/simplebar.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/plugins/simplebar/js/simplebar.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:39	1338/1338	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac41f-53a%22	https://themewagon.github.io/dashtreme/assets/js/sidebar-menu.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/js/sidebar-menu.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:40	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264556a8d-247b%22	https://themewagon.github.io/dashtreme/assets/js/jquery.loading-indicator.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/js/jquery.loading-indicator.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:40	3369/3369	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac41f-d29%22	https://themewagon.github.io/dashtreme/assets/js/app-script.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/js/app-script.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:41	164550/164550	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac41f-282c6%22	https://themewagon.github.io/dashtreme/assets/plugins/Chart.js/Chart.min.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/plugins/Chart.js/Chart.min.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:41	2074/2074	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac41f-81a%22	https://themewagon.github.io/dashtreme/assets/js/index.js	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/js/index.js	(from https://themewagon.github.io/dashtreme/?_ga=2.234065822.1865837604.1683714052-979550511.1673347853)
03:26:42	38384/38384	---M--	200	added ('OK')	font/woff2	etag:%22639ac41f-95f0%22	https://themewagon.github.io/dashtreme/assets/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://themewagon.github.io/dashtreme/assets/css/icons.css)
03:26:43	50312/50312	---M--	200	added ('OK')	font/woff	etag:%22639ac41f-c488%22	https://themewagon.github.io/dashtreme/assets/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://themewagon.github.io/dashtreme/assets/css/icons.css)
03:26:44	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ac41f-2876e%22	https://themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfont3e6e.eot	(from https://themewagon.github.io/dashtreme/assets/css/icons.css)
03:26:46	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ac41f-2876e%22	https://themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfont.eot?	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfontd41d.eot	(from https://themewagon.github.io/dashtreme/assets/css/icons.css)
03:26:46	99212/99212	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ac41f-1838c%22	https://themewagon.github.io/dashtreme/assets/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://themewagon.github.io/dashtreme/assets/css/icons.css)
03:26:47	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22639ac41f-12d68%22	https://themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://themewagon.github.io/dashtreme/assets/css/icons.css)
03:26:47	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22639ac41f-17ee8%22	https://themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfont3e6e.woff	(from https://themewagon.github.io/dashtreme/assets/css/icons.css)
03:26:48	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ac41f-6c7db%22	https://themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfont.svg?v=4.7.0	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/fonts/fontawesome-webfont3e6e.svg	(from https://themewagon.github.io/dashtreme/assets/css/icons.css)
03:26:49	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ac41f-1339c%22	https://themewagon.github.io/dashtreme/assets/fonts/themify.eot?-fvbane	D:/DATA/mOYO/Final%20year/negopro/admin/themewagon.github.io/dashtreme/assets/fonts/themify9f24.eot	(from https://themewagon.github.io/dashtreme/assets/css/icons.css)
